เดือน,จังหวัด, อัตราการเข้าพักปี 2567 , อัตราการเข้าพักปี 2566 ,%การเปลี่ยนแปลง, จำนวนผู้เข้าพักปี 2567 (คน)  , จำนวนผู้เข้าพักปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนคนไทยปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนคนไทยปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (คน) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนคนไทยปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนคนไทยปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง,จำนวนอุทยานแห่งชาติ,จำนวนสถานที่ท่องเที่ยว
มิถุนายน,อำนาจเจริญ,34.93,31.14,3.79,5690,5257,8.24,21916,18255,20.05,21344,17868,19.45,572,387,47.80,37.79,24.85,52.07,36.76,24.19,51.96,1.03,0.66,56.06,0,24
มิถุนายน,อุบลราชธานี,52.33,45.45,6.88,92798,83207,11.53,233159,226472,2.95,230000,224535,2.43,3159,1937,63.09,668.22,601.58,11.08,661.18,595.85,10.96,7.04,5.73,22.86,0,55
กรกฎาคม,กรุงเทพมหานคร,78.56,77.51,1.05,2780024,2699497,2.98,4835459,4469547,8.19,2608168,2210636,17.98,2227291,2258911,-1.40,77725.29,74164.51,4.80,24688.94,19847.97,24.39,53036.35,54316.54,-2.36,0,177
กรกฎาคม,กาญจนบุรี,62.90,60.36,2.54,280263,267843,4.64,1273464,1144901,11.23,1235643,1114601,10.86,37821,30300,24.82,3256.75,2696.84,20.76,3106.50,2574.35,20.67,150.25,122.49,22.66,6,95
กรกฎาคม,นครปฐม,51.62,45.28,6.34,74809,68195,9.70,413296,329695,25.36,405582,323527,25.36,7714,6168,25.06,713.71,483.28,47.68,695.57,470.90,47.71,18.14,12.38,46.53,0,66
กรกฎาคม,ประจวบศิรีขันธ์,70.83,68.58,2.25,466641,444491,4.98,953817,884989,7.78,890831,830971,7.20,62986,54018,16.60,3842.71,3622.62,6.08,3148.87,3057.32,2.99,693.84,565.30,22.74,4,64
กรกฎาคม,เพชรบุรี,64.45,64.19,0.26,321432,312811,2.76,887109,824350,7.61,864988,805461,7.39,22121,18889,17.11,3255.65,2804.28,16.10,3057.75,2650.18,15.38,197.90,154.10,28.42,1,58
กรกฎาคม,ราชบุรี,57.73,51.72,6.01,78603,79739,-1.42,298144,196533,51.70,284855,185081,53.91,13289,11452,16.04,559.54,374.26,49.51,531.84,344.66,54.31,27.70,29.60,-6.42,1,71
กรกฎาคม,สมุทรปราการ,52.68,49.51,3.17,85617,102774,-16.69,335731,267330,25.59,253938,187216,35.64,81793,80114,2.10,670.34,585.81,14.43,466.41,333.56,39.83,203.93,252.25,-19.16,0,41
กรกฎาคม,สมุทรสงคราม,59.07,56.45,2.62,63295,62633,1.06,543844,404279,34.52,528753,390798,35.30,15091,13481,11.94,710.77,564.63,25.88,689.87,543.42,26.95,20.90,21.21,-1.46,0,39
กรกฎาคม,สมุทรสาคร,46.16,45.76,0.40,33301,33094,0.63,114819,114135,0.60,113804,113364,0.39,1015,771,31.65,203.43,193.99,4.87,201.39,192.36,4.69,2.04,1.63,25.15,0,36
กรกฎาคม,ชัยนาท,51.04,50.91,0.13,20227,21072,-4.01,98951,98749,0.20,98306,98171,0.14,645,578,11.59,166.38,161.77,2.85,165.29,160.79,2.80,1.09,0.98,11.22,0,36
กรกฎาคม,นนทบุรี,60.71,56.63,4.08,90006,94702,-4.96,339495,331737,2.34,317911,314760,1.00,21584,16977,27.14,546.76,559.36,-2.25,487.78,511.61,-4.66,58.98,47.75,23.52,0,76
กรกฎาคม,ปทุมธานี,50.47,48.14,2.33,42274,66528,-36.46,292063,263950,10.65,254633,236938,7.47,37430,27012,38.57,482.68,408.64,18.12,406.13,354.21,14.66,76.55,54.43,40.64,0,57
กรกฎาคม,พระนครศรีอยุธยา,58.30,57.28,1.02,84299,82126,2.65,850393,896588,-5.15,681134,766450,-11.13,169259,130138,30.06,1977.47,1932.59,2.32,1567.92,1618.58,-3.13,409.55,314.01,30.43,0,84
กรกฎาคม,ลพบุรี,52.03,49.82,2.21,63427,60340,5.12,388267,348662,11.36,384446,347501,10.63,3821,1161,229.11,620.30,525.97,17.93,611.47,523.35,16.84,8.83,2.62,237.02,0,47
กรกฎาคม,สระบุรี,55.42,51.42,4.00,81214,75628,7.39,345382,358214,-3.58,339233,354938,-4.42,6149,3276,87.70,605.37,589.14,2.75,594.23,582.72,1.98,11.14,6.42,73.52,2,50
กรกฎาคม,สิงห์บุรี,53.83,51.13,2.70,17038,17069,-0.18,84397,65346,29.15,83782,64759,29.38,615,587,4.77,155.56,97.38,59.75,154.25,96.28,60.21,1.31,1.10,19.09,0,36
กรกฎาคม,สุพรรณบุรี,53.69,53.74,-0.05,68640,72416,-5.21,492219,431810,13.99,487025,429206,13.47,5194,2604,99.46,1054.68,882.55,19.50,1045.84,874.58,19.58,8.84,7.97,10.92,1,62
กรกฎาคม,อ่างทอง,46.95,49.92,-2.97,12808,12484,2.60,102409,92850,10.30,101401,92013,10.20,1008,837,20.43,147.84,127.55,15.91,146.33,126.43,15.74,1.51,1.12,34.82,0,58
กรกฎาคม,จันทบุรี,56.46,52.78,3.68,97724,96746,1.01,409526,343000,19.40,407504,341412,19.36,2022,1588,27.33,1510.30,1248.04,21.01,1497.89,1240.57,20.74,12.41,7.47,66.13,3,53
กรกฎาคม,ฉะเชิงเทรา,44.91,38.04,6.87,30842,28276,9.07,492059,440074,11.81,488145,438517,11.32,3914,1557,151.38,665.44,581.47,14.44,659.14,577.54,14.13,6.30,3.93,60.31,0,48
กรกฎาคม,ชลบุรี,81.74,79.35,2.39,1332124,1257219,5.96,2332234,1931528,20.75,1360885,899703,51.26,971349,1031825,-5.86,24299.19,24220.40,0.33,8574.87,5235.32,63.79,15724.32,18985.08,-17.18,0,103
กรกฎาคม,ตราด,50.57,49.17,1.40,128152,126901,0.99,165099,161138,2.46,135986,138361,-1.72,29113,22777,27.82,1297.41,1212.47,7.01,884.07,875.47,0.98,413.34,337.00,22.65,3,60
กรกฎาคม,นครนายก,60.43,58.98,1.45,99022,97742,1.31,204098,159273,28.14,202766,158289,28.10,1332,984,35.37,554.91,418.67,32.54,549.06,415.22,32.23,5.85,3.45,69.57,0,53
กรกฎาคม,ปราจีนบุรี,51.93,42.76,9.17,64393,58641,9.81,124013,105556,17.49,120197,105157,14.30,3816,399,856.39,384.03,292.19,31.43,368.68,290.68,26.83,15.35,1.51,916.56,1,39
กรกฎาคม,ระยอง,76.88,75.33,1.55,285212,269417,5.86,531778,425094,25.10,417182,361417,15.43,114596,63677,79.96,2697.05,1968.70,37.00,1758.16,1518.23,15.80,938.89,450.47,108.42,0,77
กรกฎาคม,สระแก้ว,49.70,43.15,6.55,40933,38979,5.01,124658,109637,13.70,122666,99235,23.61,1992,10402,-80.85,389.34,334.58,16.37,381.98,308.30,23.90,7.36,26.28,-71.99,0,54
กรกฎาคม,กระบี่,66.32,61.87,4.45,152847,257511,-40.64,421480,356851,18.11,163769,166397,-1.58,257711,190454,35.31,6304.31,6350.27,-0.72,2130.67,2052.41,3.81,4173.64,4297.86,-2.89,1,61
กรกฎาคม,ชุมพร,60.98,55.67,5.31,101400,92707,9.38,142078,134497,5.64,139243,132565,5.04,2835,1932,46.74,547.75,504.39,8.60,531.27,495.53,7.21,16.48,8.86,86.00,1,79
กรกฎาคม,นครศรีธรรมราช,64.98,68.92,-3.94,178420,194648,-8.34,331411,359553,-7.83,326306,355090,-8.11,5105,4463,14.38,1138.38,1224.03,-7.00,1113.92,1200.80,-7.24,24.46,23.23,5.29,1,79
กรกฎาคม,พังงา,76.76,56.92,19.84,83240,95107,-12.48,326199,247783,31.65,111708,91390,22.23,214491,156393,37.15,3963.49,3175.66,24.81,712.35,595.31,19.66,3251.14,2580.35,26.00,3,63
กรกฎาคม,ภูเก็ต,75.26,69.98,5.28,789797,872092,-9.44,981564,961224,2.12,230893,335175,-31.11,750671,626049,19.91,39496.99,34992.61,12.87,3242.51,4158.41,-22.03,36254.48,30834.20,17.58,0,78
กรกฎาคม,ระนอง,58.76,49.79,8.97,40211,43773,-8.14,55470,59639,-6.99,53014,56572,-6.29,2456,3067,-19.92,227.76,223.20,2.04,202.79,207.90,-2.46,24.97,15.30,63.20,4,58
กรกฎาคม,สุราษฎร์ธานี,76.35,70.07,6.28,470005,440886,6.60,758361,624604,21.41,389998,353876,10.21,368363,270728,36.06,8981.26,8216.49,9.31,3205.38,2683.31,19.46,5775.88,5533.18,4.39,4,80
กรกฎาคม,ตรัง,59.11,46.20,12.91,65126,59478,9.50,132456,104646,26.58,125268,100579,24.55,7188,4067,76.74,832.08,569.86,46.01,747.14,539.92,38.38,84.94,29.94,183.70,0,49
กรกฎาคม,นราธิวาส,69.39,56.57,12.82,33822,38877,-13.00,87955,59425,48.01,44319,29888,48.28,43636,29537,47.73,441.02,274.34,60.76,216.09,120.53,79.28,224.93,153.81,46.24,0,33
กรกฎาคม,ปัตตานี,58.16,49.15,9.01,17798,20671,-13.90,53190,40477,31.41,46121,31640,45.77,7069,8837,-20.01,186.21,125.55,48.32,135.94,103.57,31.25,50.27,21.98,128.71,0,46
กรกฎาคม,พัทลุง,64.86,62.83,2.03,45500,45376,0.27,160451,97042,65.34,152795,94737,61.28,7656,2305,232.15,340.10,232.43,46.32,314.37,226.29,38.92,25.73,6.14,319.06,0,33
กรกฎาคม,ยะลา,88.52,70.28,18.24,93438,79193,17.99,181710,143109,26.97,96034,86492,11.03,85676,56617,51.33,722.75,498.38,45.02,303.54,241.05,25.92,419.21,257.33,62.91,0,36
กรกฎาคม,สงขลา,74.11,67.79,6.32,221534,297804,-25.61,507806,408220,24.40,208411,218192,-4.48,299395,190028,57.55,3771.47,3368.70,11.96,1506.85,1578.92,-4.56,2264.62,1789.78,26.53,0,62
กรกฎาคม,สตูล,65.83,58.96,6.87,90257,82494,9.41,198000,170271,16.29,163419,153035,6.79,34581,17236,100.63,1020.83,810.45,25.96,880.03,729.25,20.68,140.80,81.20,73.40,0,59
กรกฎาคม,เชียงราย,62.74,59.02,3.72,321640,329657,-2.43,425092,417325,1.86,369462,360684,2.43,55630,56641,-1.78,3503.94,3156.53,11.01,2813.02,2544.04,10.57,690.92,612.49,12.81,0,106
กรกฎาคม,เชียงใหม่,70.06,67.04,3.02,602373,608670,-1.03,838345,743176,12.81,578159,521888,10.78,260186,221288,17.58,8218.60,7128.09,15.30,5118.58,4465.72,14.62,3100.02,2662.37,16.44,0,159
กรกฎาคม,น่าน,65.42,64.31,1.11,82806,79876,3.67,116413,111228,4.66,114869,110006,4.42,1544,1222,26.35,363.28,306.02,18.71,354.76,299.75,18.35,8.52,6.27,35.89,0,66
กรกฎาคม,พะเยา,54.17,52.09,2.08,36075,36078,-0.01,69975,68522,2.12,67542,65794,2.66,2433,2728,-10.81,164.37,161.97,1.48,156.21,154.51,1.10,8.16,7.46,9.38,0,46
กรกฎาคม,แพร่,60.86,55.64,5.22,45543,42059,8.28,97089,96387,0.73,95865,95302,0.59,1224,1085,12.81,243.15,226.74,7.24,239.38,223.96,6.89,3.77,2.78,35.61,0,67
กรกฎาคม,แม่ฮ่องสอน,52.30,46.01,6.29,92722,86523,7.16,99488,93054,6.91,78945,74169,6.44,20543,18885,8.78,524.37,478.97,9.48,369.94,352.83,4.85,154.43,126.14,22.43,0,73
กรกฎาคม,ลำปาง,55.47,52.49,2.98,54660,60967,-10.34,123514,134674,-8.29,116638,127385,-8.44,6876,7289,-5.67,417.29,437.97,-4.72,383.30,405.07,-5.37,33.99,32.90,3.31,0,61
กรกฎาคม,ลำพูน,50.63,45.21,5.42,21927,23807,-7.90,109786,99451,10.39,104077,94399,10.25,5709,5052,13.00,165.20,143.59,15.05,150.97,131.27,15.01,14.23,12.32,15.50,0,63
กรกฎาคม,กำแพงเพชร,37.24,33.26,3.98,33394,30402,9.84,65851,65418,0.66,63712,63298,0.65,2139,2120,0.90,142.75,137.65,3.71,137.68,133.08,3.46,5.07,4.57,10.94,0,35
กรกฎาคม,ตาก,61.56,56.96,4.60,129195,126847,1.85,177347,164476,7.83,173845,160462,8.34,3502,4014,-12.76,663.54,549.22,20.81,645.37,532.48,21.20,18.17,16.74,8.54,0,75
กรกฎาคม,นครสวรรค์,50.81,47.67,3.14,82455,80535,2.38,192967,169996,13.51,191556,168711,13.54,1411,1285,9.81,549.18,496.70,10.57,544.12,493.61,10.23,5.06,3.09,63.75,0,64
กรกฎาคม,พิจิตร,49.53,45.32,4.21,30170,28319,6.54,70027,62191,12.60,69847,62035,12.59,180,156,15.38,137.13,115.39,18.84,136.66,115.10,18.73,0.47,0.29,62.07,0,43
กรกฎาคม,พิษณุโลก,53.89,47.04,6.85,136143,128280,6.13,246357,229642,7.28,234698,219093,7.12,11659,10549,10.52,730.40,635.23,14.98,690.62,599.37,15.22,39.78,35.86,10.93,0,41
กรกฎาคม,เพชรบูรณ์,44.65,39.60,5.05,152907,151192,1.13,190307,180161,5.63,186547,176491,5.70,3760,3670,2.45,677.66,635.16,6.69,661.62,620.28,6.66,16.04,14.88,7.80,0,66
กรกฎาคม,สุโขทัย,39.73,30.96,8.77,50340,45863,9.76,95742,94360,1.46,72234,75391,-4.19,23508,18969,23.93,264.07,239.19,10.40,186.85,183.18,2.00,77.22,56.01,37.87,0,49
กรกฎาคม,อุตรดิตถ์,48.51,44.92,3.59,49317,45710,7.89,88056,84527,4.17,87539,83977,4.24,517,550,-6.00,189.72,178.73,6.15,188.30,177.77,5.92,1.42,0.96,47.92,0,48
กรกฎาคม,อุทัยธานี,55.94,48.53,7.41,31078,29620,4.92,79515,83195,-4.42,79363,83106,-4.50,152,89,70.79,141.24,137.88,2.44,140.87,137.70,2.30,0.37,0.18,105.56,0,48
กรกฎาคม,กาฬสินธุ์,52.43,51.28,1.15,24636,27721,-11.13,237715,75056,216.72,234140,72887,221.24,3575,2169,64.82,318.09,116.48,173.09,308.96,110.82,178.79,9.13,5.66,61.31,0,29
กรกฎาคม,ขอนแก่น,61.05,54.37,6.68,173964,173595,0.21,431505,314529,37.19,422165,307713,37.19,9340,6816,37.03,1490.92,1071.86,39.10,1463.43,1051.92,39.12,27.49,19.94,37.86,0,52
กรกฎาคม,นครพนม,79.37,79.46,-0.09,71953,72214,-0.36,201664,183569,9.86,187791,172662,8.76,13873,10907,27.19,369.57,345.82,6.87,336.68,324.25,3.83,32.89,21.57,52.48,0,39
กรกฎาคม,บึงกาฬ,54.58,53.50,1.08,34586,34629,-0.12,77756,76673,1.41,74735,74006,0.99,3021,2667,13.27,144.76,141.98,1.96,139.15,135.86,2.42,5.61,6.12,-8.33,0,29
กรกฎาคม,มหาสารคาม,45.29,50.71,-5.42,22919,29959,-23.50,45847,51238,-10.52,44888,50342,-10.83,959,896,7.03,80.24,90.58,-11.42,77.83,87.84,-11.40,2.41,2.74,-12.04,0,29
กรกฎาคม,เลย,69.53,68.75,0.78,113373,126105,-10.10,197579,207861,-4.95,193230,205493,-5.97,4349,2368,83.66,466.54,475.69,-1.92,452.20,466.81,-3.13,14.34,8.88,61.49,0,63
กรกฎาคม,สกลนคร,51.89,47.85,4.04,59195,51694,14.51,149386,129514,15.34,147635,127587,15.71,1751,1927,-9.13,257.84,216.01,19.36,253.61,210.05,20.74,4.23,5.96,-29.03,0,45
กรกฎาคม,หนองคาย,66.64,64.23,2.41,92710,86963,6.61,310853,249550,24.57,211020,187797,12.37,99833,61753,61.67,832.19,515.11,61.56,593.50,383.98,54.57,238.69,131.13,82.03,0,30
กรกฎาคม,หนองบัวลำภู,42.12,42.47,-0.35,8911,10483,-15.00,30897,28712,7.61,30638,28503,7.49,259,209,23.92,40.30,36.67,9.90,40.01,36.26,10.34,0.29,0.41,-29.27,0,29
กรกฎาคม,อุดรธานี,65.44,63.13,2.31,137613,155345,-11.41,396049,347084,14.11,309533,276243,12.05,86516,70841,22.13,1131.39,934.14,21.12,831.45,740.39,12.30,299.94,193.75,54.81,0,32
กรกฎาคม,ชัยภูมิ,72.32,55.68,16.64,88054,62492,40.90,211635,100414,110.76,210744,99878,111.00,891,536,66.23,304.32,163.74,85.86,302.03,162.28,86.12,2.29,1.46,56.85,0,47
กรกฎาคม,นครราชสีมา,69.23,61.99,7.24,419675,359196,16.84,713092,595954,19.66,686485,579375,18.49,26607,16579,60.49,1805.88,1438.72,25.52,1713.01,1383.40,23.83,92.87,55.32,67.88,1,97
กรกฎาคม,บุรีรัมย์,76.76,68.53,8.23,160503,132334,21.29,362330,257827,40.53,357036,255233,39.89,5294,2594,104.09,930.85,643.48,44.66,914.85,634.43,44.20,16.00,9.05,76.80,1,41
กรกฎาคม,มุกดาหาร,47.48,39.09,8.39,37112,32369,14.65,144499,128754,12.23,132504,117922,12.37,11995,10832,10.74,274.29,231.26,18.61,247.16,205.78,20.11,27.13,25.48,6.48,0,44
กรกฎาคม,ยโสธร,45.98,40.66,5.32,11674,10297,13.37,52206,42097,24.01,51980,41765,24.46,226,332,-31.93,81.81,65.76,24.41,81.38,65.05,25.10,0.43,0.71,-39.44,0,22
กรกฎาคม,ร้อยเอ็ด,47.68,46.73,0.95,28524,31998,-10.86,73617,69387,6.10,72500,68316,6.12,1117,1071,4.30,130.05,117.81,10.39,127.09,115.57,9.97,2.96,2.24,32.14,0,37
กรกฎาคม,ศรีษะเกษ,51.15,48.72,2.43,28677,29499,-2.79,99256,85667,15.86,98698,85276,15.74,558,391,42.71,156.03,139.98,11.47,154.36,138.84,11.18,1.67,1.14,46.49,0,38
กรกฎาคม,สุรินทร์,51.75,44.15,7.60,70852,60134,17.82,103276,84427,22.33,100692,81931,22.90,2584,2496,3.53,197.21,193.74,1.79,191.08,185.08,3.24,6.13,8.66,-29.21,0,36
กรกฎาคม,อำนาจเจริญ,36.12,31.71,4.41,5926,5517,7.41,22805,20159,13.13,22206,19688,12.79,599,471,27.18,39.02,25.66,52.07,37.94,24.78,53.11,1.08,0.88,22.73,0,24
กรกฎาคม,อุบลราชธานี,57.40,49.65,7.75,104976,89998,16.64,274720,232957,17.93,270182,230119,17.41,4538,2838,59.90,794.11,574.73,38.17,784.29,567.53,38.19,9.82,7.20,36.39,0,55
สิงหาคม,กรุงเทพมหานคร,79.36,77.84,1.52,2855832,2795329,2.16,4914055,4901802,0.25,2697055,2666551,1.14,2217000,2235251,-0.82,75577.17,77688.97,-2.72,24887.73,23941.35,3.95,50689.44,53747.62,-5.69,0,177
สิงหาคม,กาญจนบุรี,62.24,68.27,-6.03,276688,290627,-4.80,1194176,1247534,-4.28,1160108,1219257,-4.85,34068,28277,20.48,2773.05,2930.38,-5.37,2636.73,2816.07,-6.37,136.32,114.31,19.25,6,95
สิงหาคม,นครปฐม,50.17,52.25,-2.08,74920,80247,-6.64,362170,388644,-6.81,355343,382289,-7.05,6827,6355,7.43,567.48,569.18,-0.30,549.99,556.43,-1.16,17.49,12.75,37.18,0,66
สิงหาคม,ประจวบศิรีขันธ์,67.72,65.94,1.78,448325,428710,4.58,914894,856912,6.77,850066,810353,4.90,64828,46559,39.24,3946.33,3468.70,13.77,3232.11,2981.46,8.41,714.22,487.24,46.58,4,64
สิงหาคม,เพชรบุรี,61.09,63.63,-2.54,297172,307453,-3.34,823591,809570,1.73,803577,789438,1.79,20014,20132,-0.59,2855.10,2761.71,3.38,2666.23,2597.46,2.65,188.87,164.25,14.99,1,58
สิงหาคม,ราชบุรี,58.12,53.73,4.39,80048,83095,-3.67,236747,203770,16.18,223178,194849,14.54,13569,8921,52.10,439.95,385.91,14.00,407.85,362.85,12.40,32.10,23.06,39.20,1,71
สิงหาคม,สมุทรปราการ,52.05,51.36,0.69,86566,105043,-17.59,298292,283852,5.09,213796,212904,0.42,84496,70948,19.10,615.13,602.72,2.06,410.55,379.33,8.23,204.58,223.39,-8.42,0,41
สิงหาคม,สมุทรสงคราม,57.59,54.92,2.67,62323,61456,1.41,553395,396561,39.55,539175,382415,40.99,14220,14146,0.52,716.75,554.02,29.37,696.71,531.76,31.02,20.04,22.26,-9.97,0,39
สิงหาคม,สมุทรสาคร,43.98,43.85,0.13,32163,31463,2.22,114198,108490,5.26,113409,107842,5.16,789,648,21.76,205.78,184.36,11.62,204.05,182.99,11.51,1.73,1.37,26.28,0,36
สิงหาคม,ชัยนาท,49.74,48.59,1.15,19434,20116,-3.39,95240,94271,1.03,94646,93732,0.98,594,539,10.20,157.34,154.43,1.88,156.41,153.52,1.88,0.93,0.91,2.20,0,36
สิงหาคม,นนทบุรี,60.86,56.89,3.97,90725,95202,-4.70,347800,334922,3.85,325417,319722,1.78,22383,15200,47.26,557.34,562.42,-0.90,495.06,519.67,-4.74,62.28,42.75,45.68,0,76
สิงหาคม,ปทุมธานี,50.90,48.59,2.31,44037,65853,-33.13,297107,261650,13.55,259745,233554,11.21,37362,28096,32.98,487.73,405.76,20.20,416.25,349.15,19.22,71.48,56.61,26.27,0,57
สิงหาคม,พระนครศรีอยุธยา,53.03,56.87,-3.84,77744,80829,-3.82,883506,877199,0.72,706745,736853,-4.09,176761,140346,25.95,2063.12,1894.72,8.89,1630.08,1556.08,4.76,433.04,338.64,27.88,0,84
สิงหาคม,ลพบุรี,47.82,48.76,-0.94,59451,58565,1.51,363384,338402,7.38,358966,337269,6.43,4418,1133,289.94,590.19,510.50,15.61,579.69,507.94,14.13,10.50,2.56,310.16,0,47
สิงหาคม,สระบุรี,53.41,54.12,-0.71,80685,78396,2.92,361754,371336,-2.58,355114,367983,-3.50,6640,3353,98.03,622.49,610.70,1.93,610.76,604.13,1.10,11.73,6.57,78.54,2,50
สิงหาคม,สิงห์บุรี,53.38,53.90,-0.52,16963,17850,-4.97,80109,68329,17.24,79542,67863,17.21,567,466,21.67,147.51,101.76,44.96,146.27,100.89,44.98,1.24,0.87,42.53,0,36
สิงหาคม,สุพรรณบุรี,56.69,52.87,3.82,72388,71171,1.71,548566,422084,29.97,544120,418501,30.02,4446,3583,24.09,1127.86,863.73,30.58,1120.03,852.76,31.34,7.83,10.97,-28.62,1,62
สิงหาคม,อ่างทอง,48.54,50.91,-2.37,13212,12882,2.56,99578,95727,4.02,98272,95001,3.44,1306,726,79.89,146.16,131.51,11.14,144.21,130.54,10.47,1.95,0.97,101.03,0,58
สิงหาคม,จันทบุรี,52.84,54.00,-1.16,96016,99997,-3.98,395025,354583,11.41,392807,353029,11.27,2218,1554,42.73,1439.15,1290.09,11.55,1425.97,1282.78,11.16,13.18,7.31,80.30,3,53
สิงหาคม,ฉะเชิงเทรา,41.89,40.34,1.55,29605,30097,-1.63,475965,469081,1.47,471835,467627,0.90,4130,1454,184.04,637.04,619.55,2.82,630.44,615.88,2.36,6.60,3.67,79.84,0,48
สิงหาคม,ชลบุรี,81.05,80.52,0.53,1327407,1364628,-2.73,2195701,2269565,-3.25,1191948,1302498,-8.49,1003753,967067,3.79,24003.72,25372.71,-5.40,7533.91,7579.15,-0.60,16469.81,17793.56,-7.44,0,103
สิงหาคม,ตราด,45.98,45.65,0.33,120377,121003,-0.52,146942,152911,-3.90,116543,125884,-7.42,30399,27027,12.48,1174.23,1196.39,-1.85,736.30,796.52,-7.56,437.93,399.87,9.52,3,60
สิงหาคม,นครนายก,58.73,61.09,-2.36,90837,100226,-9.37,178033,163319,9.01,176591,162214,8.86,1442,1105,30.50,506.67,429.39,18.00,500.45,425.52,17.61,6.22,3.87,60.72,0,53
สิงหาคม,ปราจีนบุรี,47.11,44.68,2.43,59765,61395,-2.65,117493,110509,6.32,113541,109962,3.25,3952,547,622.49,350.75,306.03,14.61,334.92,303.96,10.19,15.83,2.07,664.73,1,39
สิงหาคม,ระยอง,76.22,76.42,-0.20,265755,280838,-5.37,499708,443458,12.68,386745,375746,2.93,112963,67712,66.83,2557.83,2057.43,24.32,1637.97,1578.42,3.77,919.86,479.01,92.03,0,77
สิงหาคม,สระแก้ว,46.65,48.69,-2.04,38341,43956,-12.77,111379,123495,-9.81,108474,111939,-3.10,2905,11556,-74.86,354.34,376.96,-6.00,344.97,347.77,-0.81,9.37,29.19,-67.90,0,54
สิงหาคม,กระบี่,64.08,63.81,0.27,147900,260214,-43.16,440209,358309,22.86,177252,181039,-2.09,262957,177270,48.34,6485.52,6233.36,4.05,2168.65,2233.01,-2.88,4316.87,4000.35,7.91,1,61
สิงหาคม,ชุมพร,60.12,54.71,5.41,99282,90954,9.16,139441,132035,5.61,136721,129982,5.18,2720,2053,32.49,538.64,495.29,8.75,522.30,485.88,7.50,16.34,9.41,73.65,1,79
สิงหาคม,นครศรีธรรมราช,69.66,69.63,0.03,194794,197445,-1.34,365554,364759,0.22,360136,360047,0.02,5418,4712,14.98,1249.01,1242.09,0.56,1222.60,1217.56,0.41,26.41,24.53,7.66,1,79
สิงหาคม,พังงา,72.29,52.55,19.74,78050,89943,-13.22,309839,235266,31.70,101581,83750,21.29,208258,151516,37.45,3693.59,3045.45,21.28,681.69,545.54,24.96,3011.90,2499.91,20.48,3,63
สิงหาคม,ภูเก็ต,76.21,68.15,8.06,797484,839133,-4.96,1014473,919435,10.34,253047,266251,-4.96,761426,653184,16.57,40176.99,35473.95,13.26,3391.80,3303.29,2.68,36785.19,32170.66,14.34,0,78
สิงหาคม,ระนอง,56.49,52.03,4.46,40107,53736,-25.36,60198,72817,-17.33,57304,70123,-18.28,2894,2694,7.42,235.18,271.14,-13.26,205.35,257.70,-20.31,29.83,13.44,121.95,4,58
สิงหาคม,สุราษฎร์ธานี,75.97,71.86,4.11,452181,453322,-0.25,750749,642586,16.83,370503,367069,0.94,380246,275517,38.01,8798.54,8414.41,4.57,2782.85,2783.35,-0.02,6015.69,5631.06,6.83,4,80
สิงหาคม,ตรัง,57.55,45.34,12.21,63413,57817,9.68,127778,101768,25.56,120275,98364,22.28,7503,3404,120.42,799.33,553.09,44.52,709.10,528.03,34.29,90.23,25.06,260.06,0,49
สิงหาคม,นราธิวาส,67.52,58.66,8.86,35367,40004,-11.59,79775,61238,30.27,32043,30360,5.54,47732,30878,54.58,444.12,283.23,56.81,195.85,122.44,59.96,248.27,160.79,54.41,0,33
สิงหาคม,ปัตตานี,59.82,52.32,7.50,19420,22134,-12.26,50783,44286,14.67,36837,33346,10.47,13946,10940,27.48,196.79,136.37,44.31,116.33,109.16,6.57,80.46,27.21,195.70,0,46
สิงหาคม,พัทลุง,61.20,64.73,-3.53,42899,46532,-7.81,140243,99529,40.91,132314,97100,36.27,7929,2429,226.43,339.29,238.41,42.31,308.19,231.94,32.87,31.10,6.47,380.68,0,33
สิงหาคม,ยะลา,87.18,75.49,11.69,94826,84374,12.39,178675,152981,16.80,91929,94070,-2.28,86746,58911,47.25,711.38,529.93,34.24,269.83,262.17,2.92,441.55,267.76,64.91,0,36
สิงหาคม,สงขลา,75.16,69.94,5.22,238571,313694,-23.95,531214,429835,23.59,203429,221493,-8.16,327785,208342,57.33,4076.02,3565.08,14.33,1490.14,1602.81,-7.03,2585.88,1962.27,31.78,0,62
